country,n,y_start,y_end,alpha,mu_E_static,mu_X_static,mu_E0,mu_E1,mu_X0,mu_X1,M0_A_mape,M0_A_dw,M0_B_rmse,M0_B_r2,M1_A_mape,M1_A_dw,M1_B_rmse,M1_B_r2,M2_A_mape,M2_A_dw,M2_B_rmse,M2_B_r2
Mexico,60,1960,2019,0.5930420160293579,14.0,55.0,14.0,-0.04,55.0,0.12,2.951337012726102,0.6523568433310308,2.6131482867885314,0.4481469775104281,2.8730254381212976,0.6301549184205517,2.819257638887539,0.3576601779784292,2.819460278272025,0.6632913824372256,2.814786274363375,0.35969607412247373
Netherlands,60,1960,2019,0.33458107709884644,19.0,67.0,18.0,0.07999999999999999,69.0,-0.04,3.0155653328671375,1.08190104399166,2.2337262420345034,-0.09536803818194262,2.697078326381381,0.7546871102734156,1.7329368907591802,0.34072642927787833,3.0210653444407267,0.7570865554946319,1.7189809446736897,0.3513023918349556
New Zealand,60,1960,2019,0.4153766632080078,14.0,68.0,14.0,0.07999999999999999,67.0,0.12,2.3212033074627914,0.9373497617649323,2.675674684957907,0.08201042014906146,2.725213090278688,0.8766989494260908,2.6412584058294573,0.10547410638764687,2.655811140414212,0.9090330372765456,2.637333715554563,0.10813051345174518
Norway,60,1960,2019,0.45084941387176514,14.0,62.0,18.0,0.07999999999999999,63.0,-0.04,3.7122984195535835,0.8136003915799872,1.7003044996945806,0.0687889162436055,3.3074457347381507,0.6891192262021734,1.6720618273218362,0.09946749671773991,3.540700991713324,0.6965180633687017,1.6497310028035121,0.12336057084009366
Poland,50,1970,2019,0.3924822211265564,17.0,61.0,16.0,0.07999999999999999,59.0,0.12,3.961619368978739,0.7054367077580714,3.6028824125346937,0.2735847011937511,4.379104501896417,0.7027855425870326,4.049187612374794,0.08246929929483315,4.276355397170833,0.685649682995628,4.0263972724142425,0.09276864404787644
Portugal,60,1960,2019,0.3651309609413147,14.0,71.0,14.0,-0.04,55.0,-0.04,3.0126024918647536,0.5981536037497907,2.8108445412839678,0.2633058029188894,3.6669792478322036,0.7059010043744625,2.9803647087702245,0.17176721149077145,3.8130164881087865,0.6315306193960883,2.9695226061836135,0.17778221448884546
Republic of Korea,60,1960,2019,0.4299697279930115,14.0,55.0,14.0,-0.04,55.0,-0.04,4.967745121970641,0.9882205656314647,2.487516689626614,0.5653964515394165,5.817866532376789,0.9246337475910723,2.8630225356205097,0.4242806924390139,5.882172006024626,0.9232319272248132,2.8448043519988526,0.4315842949521561
Slovakia,30,1990,2019,0.4580281376838684,23.0,65.0,22.0,0.07999999999999999,65.0,0.0,6.065289880030599,0.7375398893721969,3.797221133346957,0.40118691441821086,6.496875031406418,0.6474186715908715,4.768681492854893,0.055599656933352226,6.747295535127226,0.6508247350420435,4.7650671705645395,0.05703069134861849
Slovenia,30,1990,2019,0.3352207541465759,17.0,61.0,14.0,0.04,61.0,0.0,5.434384878790344,0.6461933185279047,2.9253341791496603,0.4095217490400479,5.720952041452257,0.6409268167185156,3.6689455173936945,0.07117165466354769,5.931470301296423,0.6456832762412023,3.666851726907907,0.07223147799580187
Spain,60,1960,2019,0.3832828998565674,14.0,55.0,14.0,-0.04,55.0,-0.04,3.1881670326638476,0.6051142926197725,2.0152583524236163,0.5436233188706725,3.5302668731114712,0.5378164701001579,2.4553494446240736,0.322532282457457,3.558129326903709,0.5359519514032381,2.4391596879111446,0.33143682169363253
Sweden,60,1960,2019,0.42197269201278687,14.0,69.0,14.0,-0.04,69.0,0.0,3.0299389761892734,0.6561588238739553,1.590490187654476,0.41699155049286996,2.9226200170743724,0.6704738970897542,1.9297653245425805,0.14173410041052537,2.8460135407023786,0.6677003101501924,1.9265163199948527,0.14462166644834107
Switzerland,60,1960,2019,0.3182743787765503,14.0,70.0,14.0,-0.04,55.0,0.12,1.7642128457719028,0.6884873356635984,1.5588200242628998,0.524754178409186,2.412395358291192,0.5045915037367628,1.9934567784201642,0.22278709541266417,2.3539986458502558,0.5225810560810468,1.9900974271074943,0.22540438941503083
Turkey,60,1960,2019,0.6000000238418579,14.0,71.0,14.0,0.07999999999999999,55.0,0.07999999999999999,2.834457164162722,1.2335736416377578,3.521398688914925,0.1467313809058587,2.766273426488764,1.3314815740206258,3.2870464673143625,0.25652381050231177,2.730588448763936,1.316262393921605,3.2825390018739458,0.25856144249132385
United Kingdom,60,1960,2019,0.43281567096710205,24.0,62.0,22.0,0.07999999999999999,61.0,0.04,2.051168775453008,0.994234555971893,1.6009736814494506,0.3946270933130892,2.4060254226464286,0.7225587974501988,1.903125577792388,0.14456013061933382,2.5331385210665047,0.7206109018604123,1.897369605198996,0.14972683363699846
United States,60,1960,2019,0.38360995054244995,14.0,61.0,14.0,-0.04,61.0,-0.04,2.6273569492849234,0.8087335689509989,1.0216022729396788,0.7311593258746103,3.559784332152549,0.5998806289724355,1.7889329881078306,0.175635236939237,3.553213781821976,0.6017995753891864,1.7867218775826372,0.1776717974533143
